Item No;Description;Manufacturer;Model Number;Item Type;Custodian;Location;Status;Procedure;Contract Agency;Asset Number;Action Interval;Category;Memo;Serial No;Part Of;Date Acquired;Cost;Action Cost;Time Required;Alternate ID;Department;Metrology Discipline;Range;Standard Type;Use Std;Date Due;Item Out;Last Action Date;UDF Text 1;UDF Text 2;UDF Text 3;UDF Text 4;UDF Text 5;UDF Text 6;UDF Text 7;UDF Text 8;UDF Numeric 1;UDF Numeric 2;UDF Numeric 3;UDF Numeric 4;UDF Numeric 5;UDF Numeric 6;UDF Numeric 7;UDF Numeric 8;Customer Owned;Customer
1499;Fluke Pressure Measurement Module;Fluke;PM200-G20M;Calibration;Dave Niezgodzki;MFG ENG;Active;;Fluke;MW-PCM63;365;Pressure;;4785470;;;;;;;Manufacturing;Pressure;0 to 3000 PSIG;Working;;4/17/2022;;4/29/2021;;;;;;;;;;;;;;;;;False;626/628 ASIC
1500;MC DAQ;Measurement Computing;USB-2416;Calibration;Dave Niezgodzki;MC Lab;Active;;Measurement Comp.;LW-DAQ43;365;Electrical Measurement;;1F7304D;;;;;;;Lab;Electrical Measurement;Multi;Working;;5/4/2022;;5/4/2021;;;;;;;;;;;;;;;;;False;MC Lab
1501;Dielectric Strength Tester;Associated Research;7850-HypotULTRA 4, AC/DC/IR Hipot;Calibration;Dave Niezgodzki;P01 Production Line;Active;;Callabco;MW-DST05;365;Electrical Measurement;;9762300;;;;;;;Manufacturing;Dielectric Strength Testing;Ref. Manual;Working;;3/31/2022;;5/12/2021;;;;;;;;;;;;;;;;;False;Love Line
1502;Modular Scanner;Associated Research;SC6540-SC6540;Cal Not Req;Bob Clabaugh;P01 Love Line;Active;;Callabco;MW-MODS01;1826;Electrical Measurement;;9532346;;;;;;;Manufacturing;Dielectric Strength Testing;;N/A;;3/31/2026;;5/12/2021;;;;;;;;;;;;;;;;;False;Love Line
1503;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-MFC148;365;Multi-Function Calibrator;;48720;;;;;;;Manufacturing;Pressure;Multi;Working;;5/6/2022;;5/17/2021;;;;;;;;;;;;;;;;;False;R54
1504;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-MFC149;365;Multi-Function Calibrator;;48721;;;;;;;Manufacturing;Pressure;Multi;Working;;5/6/2022;;5/17/2021;;;;;;;;;;;;;;;;;False;R54
1505;Mensor Measurement/Control Module;Mensor;CPR 6050;Calibration;Dave Niezgodzki;MSX (E);Active;;Mensor;MW-PCM64;365;Pressure;;410012BW;;;;;;;Manufacturing;Pressure;-5 to 5" WC;Working;;1/11/2022;;5/19/2021;;;;;;;;;;;;;;;;;False;MSX (E)
1506;Mensor Measurement/Control Module;Mensor;CPR 6050;Calibration;Dave Niezgodzki;MSX (E);Active;;Mensor;MW-PCM65;365;Pressure;;4100130N;;;;;;;Manufacturing;Pressure;-100 to 100" WC;Working;;1/13/2022;;5/19/2021;;;;;;;;;;;;;;;;;False;MSX (E)
1507;Mensor Chassis;Mensor;CPC 6050;Calibration;Dave Niezgodzki;MSX (E);Active;;Mensor;MW-DPI49;1825;Digital Pressure Indicator;;410014QA;;;;;;;Manufacturing;Pressure;;Working;;1/12/2026;;5/19/2021;;;;;;;;;;;;;;;;;False;MSX (E)
1508;Digital Multimeter;Keysight;34450A;Calibration;Dave Niezgodzki;P01 RSMC;Active;;PSL;MW-DMM77;365;Electrical Measurement;;MY61100007;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;5/20/2022;;5/20/2021;;;;;;;;;;;;;;;;;False;P01 Production
1509;MC DAQ;Measurement Computing;USB-2416;Calibration;Dave Niezgodzki;MC Lab;Active;;Measurement Comp.;LW-DAQ44;365;Electrical Measurement;;93900;;;;;;;Lab;Lab;Multi;Working;;6/22/2022;;6/22/2021;;;;;;;;;;;;;;;;;False;MC Lab
1510;Digital Multimeter;Rigol;DM3058E;Calibration;Dave Niezgodzki;P01 Insertion Mag;Active;;Callabco;MW-DMM78;365;Electrical Measurement;;DM3R191600613;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;12/16/2021;;6/17/2021;;;;;;;;;;;;;;;;;False;P01 Production
1511;Digital Multimeter;Fluke;8840A;Calibration;Dave Niezgodzki;P01 Love Line;Active;;Callabco;MW-DMM79;365;Electrical Measurement;;6070009;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;7/1/2021;;6/16/2021;;;;;;;;;;;;;;;;;False;P01 Production
1512;Advantech DAQ;Advantech;USB-4716;Calibration;Dave Niezgodzki;Grandview;Active;;Callabco;MW-DAQ31;365;Electrical Measurement;;IAA6541491;;;;;;;Manufacturing;Data collection Calibration;Multi;Working;;6/24/2022;;6/24/2021;;;;;;;;;;;;;;;;;False;Grandview
1513;Rosemount 8750 Magnetic Flowmeter;Emerson/Rosemount; 8750WDMT1A1FPSA080CA1M4D1;Calibration;Dave Niezgodzki;P01 Insertion Mag;Active;;Micro Motion;MW-FM54 Limited Calibration;365;Flow Measurement;;21153877;;;;;;;Lab;Flow;0 to 2969.88 GPM;Working;;6/9/2022;;6/22/2021;;;;;;;;;;;;;;;;;False;MC Flow Lab
1514;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI50;365;Digital Pressure Indicator;;M088449;;;;;;QW-5206-B;Manufacturing;Pressure;0 - 100" W.C.;Working;;6/24/2022;;6/30/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1515;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI51;365;Digital Pressure Indicator;;M088453;;;;;;QW-5205-D;Manufacturing;Pressure;0 - 50" W.C.;Working;;6/25/2022;;6/30/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1516;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI52;365;Digital Pressure Indicator;;M088447;;;;;;QW-5202-C;Manufacturing;Pressure;0 - 5" W.C.;Working;;6/23/2022;;6/30/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1517;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI53;365;Digital Pressure Indicator;;M088452;;;;;;QW-5203-A;Manufacturing;Pressure;0 - 10" W.C.;Working;;6/25/2022;;6/30/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1518;Vaisala Environmental Transmitter;Vaisala;Indigo520;Calibration;Dave Niezgodzki;MC Lab;Active;;Vaisala;LW-HTP12;365;Himidity, Temperature & Pressu;;T2850214;;;;;;;Lab;Temp., Hum. & Pressure;RH:+/-1%rH, Temp: +/-0.2C, P: +/-0.15 hPa;Working;;7/16/2022;;7/23/2021;;;;;;;;;;;;;;;;;False;MC Lab
1519;Humidity and Temperature Probe;Vaisala;HMP1;Calibration;Dave Niezgodzki;MC Lab;Active;;Vaisala;LW-HTP12-HTPR1;365;Environmental Measurement;;T2830975;;;;;;;Lab;Temperature & Humidity;RH: +/- 1%, Temp.: +/- 0.2C;Working;;7/16/2022;;7/16/2021;;;;;;;;;;;;;;;;;False;Main Lab
1520;Temperature & Humidity Transmitter;Dwyer;HMT333;Calibration;Ric Sarvis;R54 ASIC;Active;;MC Lab;MW-HMT40;365;Humidity & Temperature;;T2940087;;;;;;;Manufacturing;Temperature & Humidity;0 - 100% rH, -40 - 140 Deg. F;Working;;7/22/2022;;7/27/2021;;;;;;;;;;;;;;;;;False;R54
1521;Temperature & Humidity Transmitter;Dwyer;HMT333;Calibration;Ric Sarvis;R54 ASIC;Active;;MC Lab;MW-HMT41;365;Humidity & Temperature;;T2940088;;;;;;;Manufacturing;Temperature & Humidity;0 - 100% rH, -40 - 140 Deg. F;Working;;7/22/2022;;7/27/2021;;;;;;;;;;;;;;;;;False;R54
1522;ESD Current Target;The EMC Shop;CST2;Calibration;Dave Niezgodzki;CE Test Station;Active;;The EMC Shop;LW-ESDCT01;365;Enviromental Measurement;;106195;;;;;;;Lab;Electro-Static Discharge;30dB Attenuator;Working;;7/30/2022;;8/11/2021;;;;;;;;;;;;;;;;;False;Main Lab
1523;Conical Piston Deadweight Tester;Minerva meettechniek B.V.;MNR-700-VLP-25;Calibration;Dave Niezgodzki;A2LA Accredited Lab;Active;;Minerva;LR-PDWT02;365;Pressure;;024;;;;;;;Accredited Lab;Pressure Accuracy Standard;0.005 to 25kPa;Primary;;5/14/2022;;8/13/2021;;;;;;;;;;;;;;;;;False;Accredited Lab
1524;Conical Piston Deadweight Tester Mass Set;Minerva meettechniek B.V.;MNR-700-VLP-25 mass set;Calibration;Dave Niezgodzki;A2LA Accredited Lab;Active;;Minerva;LR-PDWT02-MS03;365;Pressure;;024;;;;;;;Accredited Lab;Pressure Accuracy Standard;0.005 to 25kPa;Primary;;5/17/2022;;8/13/2021;;;;;;;;;;;;;;;;;False;Accredited Lab
1525;Conical Piston Deadweight Tester Piston Cylinder;Minerva meettechniek B.V.;MNR-700-VLP-25 piston cylinder;Calibration;Dave Niezgodzki;A2LA Accredited Lab;Active;;Minerva;LR-PDWT02-PC04;365;Pressure;;B-024;;;;;;;Accredited Lab;Pressure Accuracy Standard;0.005 to 25kPa;Primary;;5/14/2022;;8/13/2021;;;;;;;;;;;;;;;;;False;Accredited Lab
1526;Conical Piston Deadweight Tester Piston Cylinder;Minerva meettechniek B.V.;MNR-700-VLP-25 piston cylinder;Calibration;Dave Niezgodzki;A2LA Accredited Lab;Active;;Minerva;LR-PDWT02-PC05;365;Pressure;;L-024;;;;;;;Accredited Lab;Pressure Accuracy Standard;0.005 to 25kPa;Primary;;5/14/2022;;5/14/2021;;;;;;;;;;;;;;;;;False;Accredited Lab
1527;Vaisala Humidity, Temperature & Pressure Meter;Vaisala;PTU303;Calibration;Dave Niezgodzki;MC Lab;Active;;Vaisala;LW-HTP13;365;Himidity, Temperature & Pressu;;R4740387;;;;;;;Lab;Temp., Hum. & Pressure;0-100%rH, -40-100C, 500-1100mB;Working;;9/8/2022;;9/8/2021;;;;;;;;;;;;;;;;;False;Main Lab
1528;DGH,  4 - 20 mA DAQ;Danfoss;D5251;Calibration;Dave Niezgodzki;Proximity Controls;Active;;Callabco;MW-DAQ32;365;Electrical Measurement;;2132;;;;;;;Manufacturing;Data collection Calibration;4 - 20 mA;Working;;8/24/2022;;8/24/2021;;;;;;;;;;;;;;;;;False;Proximity Controls
1529;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-MFC029;365;Multi-Function Calibrator;;49186;;;;;;;Lab;Lab;Multi;Working;;4/30/2021;;8/25/2021;;;;;;;;;;;;;;;;;False;MC Lab
1530;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI54;365;Digital Pressure Indicator;;M088512;;;;;;QW-5204-F;Manufacturing;Pressure;0 - 25" W.C.;Working;;8/25/2022;;8/26/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1531;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI55;365;Digital Pressure Indicator;;M088513;;;;;;QW-5205-A;Manufacturing;Pressure;0 - 50" W.C.;Working;;8/25/2022;;8/26/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1532;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI56;365;Digital Pressure Indicator;;M088514;;;;;;QW-5206-C;Manufacturing;Pressure;0 - 100" W.C.;Working;;8/25/2022;;8/26/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1533;Digital Pressure Indicating Box;Dwyer;N/A;Calibration;Dave Niezgodzki;Wakarusa;Active;;MC Lab;MW-DPI57;365;Digital Pressure Indicator;;M088511;;;;;;QW-5203-B;Manufacturing;Pressure;0 - 10" W.C.;Working;;8/25/2022;;8/26/2021;;;;;;;;;;;;;;;;;False;Wakarusa
1534;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;Wakarusa;Active;;Ashcroft;MW-MFC150;365;Multi-Function Calibrator;;49924;;;;;;;Manufacturing;Pressure;Multi;Working;;10/19/2022;;10/19/2021;;;;;;;;;;;;;;;;;False;DM2000
1535;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-MFC151;365;Multi-Function Calibrator;;48728;;;;;;;Manufacturing;Pressure;Multi;Working;;8/30/2022;;9/2/2021;;;;;;;;;;;;;;;;;False;Magnehelic
1536;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;Grandview;Active;;Ashcroft;MW-MFC152;365;Multi-Function Calibrator;;48736;;;;;;;Manufacturing;Pressure;Multi;Working;;8/30/2022;;9/2/2021;;;;;;;;;;;;;;;;;False;SBLT/PBLT Line
